Country,ShortName,Jersey,Position,PLAYER,Name,LastName,NameOnShirt,BirhtDate,CLUB,ClubCountry,HEIGHT,Apperances,GOALS
Iran,IRN,13,DF,KANANI Hossein,Mohammadhossein,KANANI ZADEGAN,KANANI,1994-03-23,Al Ahli SC,QAT,188,35,2
Iran,IRN,14,MF,GHODDOS Saman,Seyed Saman,GHODDOOS,GHODDOS,1993-06-09,Brentford FC,ENG,175,33,2
Iran,IRN,15,DF,CHESHMI Rouzbeh,Roozbeh,CHESHMI,ROUZBEH,1993-07-24,Esteghlal Tehran FC,IRN,194,20,1
Iran,IRN,16,MF,TORABI Mehdi,Mahdi,TORABI,M. TORABI,1994-10-09,Persepolis FC,IRN,180,36,7
Iran,IRN,17,MF,GHOLIZADEH Ali,Ali,GHOLI ZADEHNOJEHDEH,A. GHOLIZADEH,1996-10-03,Sporting Charleroi,BEL,176,26,6
Iran,IRN,18,MF,KARIMI Ali,Ali,KARIMI,A. KARIMI,1994-11-02,Kayserispor,TUR,185,13,0
Iran,IRN,19,DF,HOSSEINI Majid,Seyedmajid,HOSSEINI,MAJID,1996-06-20,Kayserispor,TUR,187,19,0
Iran,IRN,20,FW,AZMOUN Sardar,Sardar,AZMOUN,S. AZMOUN,1995-01-01,Bayer 04 Leverkusen,GER,186,65,41
Iran,IRN,21,MF,NOOROLLAHI Ahmad,Ahmad,NOOROLLAHI,AHMAD,1993-01-02,Shabab Al Ahli Club,UAE,185,25,3
Iran,IRN,22,GK,ABEDZADEH Amir,Amir,ABEDZADEH,ABEDZADEH,1993-04-26,SD Ponferradina,ESP,186,11,0
Iran,IRN,23,DF,REZAEIAN Ramin,Ramin,REZAEIANSEMESKANDI,RAMIN,1990-03-21,Sepahan FC,IRN,184,46,2
Iran,IRN,24,GK,HOSSEINI Hossein,Seyedhossein,HOSSEINI,H. HOSSEINI,1992-06-30,Esteghlal Tehran FC,IRN,187,7,0
Iran,IRN,25,DF,JALALI Abolfazl,Seyedabolfazl,JALALIBOORANI,JALALI,1998-06-26,Esteghlal Tehran FC,IRN,177,4,0
Japan,JPN,1,GK,KAWASHIMA Eiji,Eiji,KAWASHIMA,KAWASHIMA,1983-03-20,RC Strasbourg,FRA,185,95,0
Japan,JPN,2,DF,YAMANE Miki,Miki,YAMANE,YAMANE,1993-12-22,Kawasaki Frontale,JPN,178,15,2
Japan,JPN,3,DF,TANIGUCHI Shogo,Shogo,TANIGUCHI,TANIGUCHI,1991-07-15,Kawasaki Frontale,JPN,183,14,0
Japan,JPN,4,DF,ITAKURA Kou,Kou,ITAKURA,ITAKURA,1997-01-27,VfL Borussia MÃ¶nchengladbach,GER,186,13,1
Japan,JPN,5,DF,NAGATOMO Yuto,Yuto,NAGATOMO,NAGATOMO,1986-12-09,FC Tokyo,JPN,170,138,4
Japan,JPN,6,MF,ENDO Wataru,Wataru,ENDO,ENDO,1993-09-02,VfB Stuttgart,GER,178,43,2
Japan,JPN,7,MF,SHIBASAKI Gaku,Gaku,SHIBASAKI,GAKU,1992-05-28,CD Leganés,ESP,175,60,3
Japan,JPN,8,MF,DOAN Ritsu,Ritsu,DOAN,DOAN,1998-06-16,SC Freiburg,GER,172,29,3
Japan,JPN,9,MF,MITOMA Kaoru,Kaoru,MITOMA,MITOMA,1997-05-20,Brighton & Hove Albion FC,ENG,178,9,5
Japan,JPN,10,MF,MINAMINO Takumi,Takumi,MINAMINO,MINAMINO,1995-01-16,AS Monaco,FRA,174,44,17
Japan,JPN,11,MF,KUBO Takefusa,Takefusa,KUBO,KUBO,2001-04-06,Real Sociedad,ESP,173,20,1
Japan,JPN,12,GK,GONDA Shuichi,Shuichi,GONDA,GONDA,1989-03-03,Shimizu S-Pulse,JPN,187,34,0
Japan,JPN,13,MF,MORITA Hidemasa,Hidemasa,MORITA,MORITA,1995-10-05,Sporting CP,POR,177,17,2
Japan,JPN,14,MF,ITO Junya,Junya,ITO,ITO,1993-09-03,Stade Reims,FRA,176,38,9
Japan,JPN,15,MF,KAMADA Daichi,Daichi,KAMADA,KAMADA,1996-05-08,Eintracht Frankfurt,GER,180,22,6
Japan,JPN,16,DF,TOMIYASU Takehiro,Takehiro,TOMIYASU,TOMIYASU,1998-05-11,Arsenal FC,ENG,187,29,1
Japan,JPN,17,MF,TANAKA Ao,Ao,TANAKA,TANAKA,1998-10-09,Fortuna DÃ¼sseldorf,GER,180,15,2
Japan,JPN,18,FW,ASANO Takuma,Takuma,ASANO,ASANO,1994-10-11,VfL Bochum,GER,173,37,7
Japan,JPN,19,DF,SAKAI Hiroki,Hiroki,SAKAI,SAKAI,1990-12-04,Urawa Reds,JPN,185,72,1
Japan,JPN,20,FW,MACHINO Shuto,Shuto,MACHINO,MACHINO,1999-09-30,Shonan Bellmare,JPN,185,4,3
Japan,JPN,21,FW,UEDA Ayase,Ayase,UEDA,UEDA,1998-08-28,Cercle Brugge,BEL,182,11,0
Japan,JPN,22,DF,YOSHIDA Maya,Maya,YOSHIDA,YOSHIDA,1988-08-24,FC Schalke 04,GER,189,122,12
Japan,JPN,23,GK,SCHMIDT Daniel,Daniel Yuji,YABUKI,SCHMIDT,1992-03-02,Sint-Truiden VV,BEL,197,11,0
Japan,JPN,24,MF,SOMA Yuki,Yuki,SOMA,SOMA,1997-02-25,Nagoya Grampus,JPN,166,8,4
Japan,JPN,25,FW,MAEDA Daizen,Daizen,MAEDA,MAEDA,1997-10-20,Celtic FC,SCO,173,8,1
Japan,JPN,26,DF,ITO Hiroki,Hiroki,ITO,H. ITO,1999-12-05,VfB Stuttgart,GER,188,6,0
Korea Republic,KOR,1,GK,KIM Seunggyu,Seunggyu,KIM,S G KIM,1990-09-30,Al Shabab FC,KSA,187,67,0
Korea Republic,KOR,2,DF,YOON Jonggyu,Jonggyu,YOON,J G YOON,1998-03-20,FC Seoul,KOR,173,4,0
Korea Republic,KOR,3,DF,KIM Jinsu,Jin Su,KIM,J S KIM,1992-06-13,Jeonbuk Hyundai FC,KOR,177,61,2
Korea Republic,KOR,4,DF,KIM Minjae,Minjae,KIM,M J KIM,1996-11-15,SSC Napoli,ITA,189,44,3
Korea Republic,KOR,5,MF,JUNG Wooyoung,Wooyoung,JUNG,W Y JUNG,1989-12-14,Al Sadd SC,QAT,188,66,3
Korea Republic,KOR,6,MF,HWANG Inbeom,Inbeom,HWANG,I B HWANG,1996-09-20,Olympiacos Piraeus FC,GRE,177,37,4
Korea Republic,KOR,7,MF,SON Heungmin,Heung Min,SON,H M SON,1992-08-07,Tottenham Hotspur FC,ENG,183,104,35
Korea Republic,KOR,8,MF,PAIK Seungho,Seungho,PAIK,S H PAIK,1997-03-17,Jeonbuk Hyundai FC,KOR,182,14,2
Korea Republic,KOR,9,FW,CHO Guesung,Guesung,CHO,G S CHO,1998-01-25,Jeonbuk Hyundai FC,KOR,188,16,4
Korea Republic,KOR,10,MF,LEE Jaesung,Jae Sung,LEE,J S LEE,1992-10-08,FSV Mainz 05,GER,180,64,9
Korea Republic,KOR,11,MF,HWANG Heechan,Hee Chan,HWANG,H C HWANG,1996-01-26,Wolverhampton Wanderers FC,ENG,177,49,9
Korea Republic,KOR,12,GK,SONG Bumkeun,Bumkeun,SONG,B K SONG,1997-10-15,Jeonbuk Hyundai FC,KOR,196,1,0
Korea Republic,KOR,13,MF,SON Junho,Junho,SON,J H SON,1992-12-05,Shandong Luneng Taishan FC,CHN,178,15,0
Korea Republic,KOR,14,DF,HONG Chul,Chul,HONG,C HONG,1990-09-17,Daegu FC,KOR,177,46,1
Korea Republic,KOR,15,DF,KIM Moonhwan,Moonhwan,KIM,M H KIM,1995-01-08,Jeonbuk Hyundai FC,KOR,173,22,0
Korea Republic,KOR,16,FW,HWANG Uijo,Ui Jo,HWANG,U J HWANG,1992-08-28,Olympiacos Piraeus FC,GRE,184,49,16
Korea Republic,KOR,17,MF,NA Sangho,Sangho,NA,S H NA,1996-12-08,FC Seoul,KOR,173,24,2
Korea Republic,KOR,18,MF,LEE Kangin,Kangin,LEE,K I LEE,2001-02-19,RCD Mallorca,ESP,173,6,0
Korea Republic,KOR,19,DF,KIM Younggwon,Younggwon,KIM,Y G KIM,1990-02-27,Ulsan Hyundai FC,KOR,186,96,6
Korea Republic,KOR,20,DF,KWON Kyungwon,Kyungwon,KWON,K W KWON,1992-01-31,Gamba Osaka,JPN,187,28,2
Korea Republic,KOR,21,GK,JO Hyeonwoo,Hyeonwoo,JO,H W JO,1991-09-25,Ulsan Hyundai FC,KOR,189,22,0
Korea Republic,KOR,22,MF,KWON Changhoon,Changhoon,KWON,C H KWON,1994-06-30,Gimcheon Sangmu FC,KOR,174,42,12
Korea Republic,KOR,23,DF,KIM Taehwan,Taehwan,KIM,T H KIM,1989-07-24,Ulsan Hyundai FC,KOR,177,19,0
Korea Republic,KOR,24,DF,CHO Yumin,Yumin,CHO,Y M CHO,1996-11-17,Daejeon Hana Citizen FC,KOR,182,4,0
Korea Republic,KOR,25,MF,JEONG Wooyeong,Wooyeong,JEONG,W Y JEONG,1999-09-20,SC Freiburg,GER,180,9,2
Korea Republic,KOR,26,MF,SONG Minkyu,Minkyu,SONG,M K SONG,1999-12-09,Jeonbuk Hyundai FC,KOR,179,13,1
Mexico,MEX,1,GK,TALAVERA Alfredo,Alfredo,TALAVERA DIAZ,A. TALAVERA,1982-09-18,FC Juárez,MEX,188,40,0
Mexico,MEX,2,DF,ARAUJO Nestor,Nestor Alejandro,ARAUJO RAZO,N. ARAUJO,1991-08-29,Club América,MEX,187,63,3
Mexico,MEX,3,DF,MONTES Cesar,Cesar Jasib,MONTES CASTRO,C. MONTES,1997-02-24,CF Monterrey,MEX,191,30,1
Mexico,MEX,4,DF,ALVAREZ Edson,Edson Omar,ALVAREZ VELAZQUEZ,E. ALVAREZ,1997-10-24,AFC Ajax,NED,180,58,2
Mexico,MEX,5,DF,VASQUEZ Johan,Johan Felipe,VASQUEZ IBARRA,J. VASQUEZ,1998-10-22,US Cremonese,ITA,182,7,0
Mexico,MEX,6,DF,ARTEAGA Gerardo,Gerardo Daniel,ARTEAGA ZAMORA,G. ARTEAGA,1998-07-09,KRC Genk,BEL,175,17,1
Mexico,MEX,7,MF,ROMO Luis,Luis Francisco,ROMO BARRON,L. ROMO,1995-05-06,CF Monterrey,MEX,183,27,1
Mexico,MEX,8,MF,RODRIGUEZ Carlos,Carlos Alberto,RODRIGUEZ GOMEZ,C. RODRÍGUEZ,1997-03-01,Cruz Azul,MEX,170,36,0
Mexico,MEX,9,FW,JIMENEZ Raul,Raul Alonso,JIMENEZ RODRIGUEZ,RAÚL,1991-05-05,Wolverhampton Wanderers FC,ENG,188,95,28
Mexico,MEX,10,FW,VEGA Alexis,Ernesto Alexis,VEGA ROJAS,A. VEGA,1997-11-25,CD Guadalajara,MEX,175,22,5
Mexico,MEX,11,FW,FUNES MORI Rogelio,Rogelio Gabriel,FUNES MORI,R. FUNES MORI,1991-05-03,CF Monterrey,MEX,186,16,6
Mexico,MEX,12,GK,COTA Rodolfo,Rodolfo,COTA ROBLES,R. COTA,1987-03-07,Club León,MEX,188,8,0
Mexico,MEX,13,GK,OCHOA Guillermo,Francisco Guillermo,OCHOA MAGAÑA,G. OCHOA,1985-07-13,Club América,MEX,185,131,0
Mexico,MEX,14,MF,GUTIERREZ Erick,Erick Gabriel,GUTIERREZ GALAVIZ,E. GUTIÉRREZ,1995-06-15,PSV Eindhoven,NED,176,34,1
Mexico,MEX,15,DF,MORENO Hector,Hector Alfredo,MORENO HERRERA,H. MORENO,1988-01-17,CF Monterrey,MEX,182,128,6
Mexico,MEX,16,MF,HERRERA Hector,Hector Miguel,HERRERA LÔPEZ,H. HERRERA,1990-04-19,Houston Dynamo,USA,180,102,10
Mexico,MEX,17,FW,PINEDA Orbelin,Orbelin,PINEDA ALVARADO,O. PINEDA,1996-03-24,AEK Athens,GRE,169,50,6
Mexico,MEX,18,MF,GUARDADO Andres,Jose Andres,GUARDADO HERNANDEZ,A. GUARDADO,1986-09-28,Real Betis,ESP,167,178,28
Mexico,MEX,19,DF,SANCHEZ Jorge,Jorge Eduardo,SANCHEZ RAMOS,J. SÁNCHEZ,1997-10-12,AFC Ajax,NED,170,26,1
Mexico,MEX,20,FW,MARTIN Henry,Henry Josue,MARTIN MEX,H. MARTÍN,1992-11-18,Club América,MEX,180,27,6
Mexico,MEX,21,FW,ANTUNA Uriel,Carlos Uriel,ANTUNA ROMERO,U. ANTUNA,1997-08-21,Cruz Azul,MEX,167,36,9
Mexico,MEX,22,FW,LOZANO Hirving,Hirving Rodrigo,LOZANO BAHENA,H. LOZANO,1995-07-30,SSC Napoli,ITA,176,60,16
Mexico,MEX,23,DF,GALLARDO Jesus,Jesus Daniel,GALLARDO VASCONCELOS,J. GALLARDO,1994-08-15,CF Monterrey,MEX,174,78,1
Mexico,MEX,24,MF,CHAVEZ Luis,Luis Gerardo,CHAVEZ MAGALLON,L. CHÁVEZ,1996-01-15,CF Pachuca,MEX,178,9,0
Mexico,MEX,25,FW,ALVARADO Roberto,Roberto Carlos,ALVARADO HERNANDEZ,R. ALVARADO,1998-07-09,CD Guadalajara,MEX,176,32,4
Mexico,MEX,26,DF,ALVAREZ Kevin,Kevin Nahin,ALVAREZ CAMPOS,K. ÁLVAREZ,1999-01-15,CF Pachuca,MEX,176,8,0
Morocco,MAR,1,GK,BOUNOU Yassine,Yassine,BOUNOU,BONO,1991-05-04,Sevilla FC,ESP,190,47,0
Morocco,MAR,2,DF,HAKIMI Achraf,Achraf,HAKIMI,HAKIMI,1998-04-11,Paris Saint-Germain FC,FRA,181,54,8
Morocco,MAR,3,DF,MAZRAOUI Noussair,Noussair,MAZRAOUI,MAZRAOUI,1997-11-14,FC Bayern MÃ¼nchen,GER,183,15,2
Morocco,MAR,4,MF,AMRABAT Sofyan,Sofyan,AMRABAT,AMRABAT,1996-08-21,ACF Fiorentina,ITA,183,39,0
Morocco,MAR,5,DF,AGUERD Nayef,Nayef,AGUERD,AGUERD,1996-03-30,West Ham United FC,ENG,190,26,1
Morocco,MAR,6,DF,SAISS Romain,Ghanem,SAISS,SAISS,1990-03-26,Besiktas JK,TUR,190,66,1
Morocco,MAR,7,MF,ZIYECH Hakim,Hakim,ZIYACH,ZIYECH,1993-03-19,Chelsea FC,ENG,181,43,18
Morocco,MAR,8,MF,OUNAHI Azzedine,Azz-Eddine,OUNAHI,OUNAHI,2000-04-19,Angers SCO,FRA,182,10,2
Morocco,MAR,9,FW,HAMDALLAH Abderrazak,Abderrazzaq,HAMED-ALLAH,HAMED ALLAH,1990-12-17,Al Ittihad FC,KSA,179,18,6
Morocco,MAR,10,MF,ZAROURY Anass,Anass,ZAROURY,ZAROURY,2000-07-11,Burnley FC,ENG,176,0,0
Morocco,MAR,11,FW,SABIRI Abdelhamid,Abdelhamid,SABIRI,SABIRI,1996-11-28,UC Sampdoria,ITA,186,2,1
Morocco,MAR,12,GK,EL KAJOUI Munir,Monir,EL KAJOUI,EL KAJOUI,1989-10-05,Al Wehda FC,KSA,190,43,0
Morocco,MAR,13,MF,CHAIR Ilias,Ilias,CHAIR,CHAIR,1997-10-30,Queens Park Rangers FC,ENG,164,11,1
Morocco,MAR,14,MF,ABOUKHLAL Zakaria,Zakaria,ABOUKHLAL,ABOUKHLAL,2000-02-18,Toulouse FC,FRA,179,13,2
Morocco,MAR,15,MF,AMALLAH Selim,Selim,AMALLAH,AMALLAH,1996-11-15,Standard LiÃ¨ge,BEL,186,24,4
Morocco,MAR,16,FW,EZZALZOULI Abde,Abdessamad,EZZALZOULI,EZZALZOULI,2001-12-17,CA Osasuna,ESP,177,2,0
Morocco,MAR,17,MF,BOUFAL Sofiane,Sofiane,BOUFAL,BOUFAL,1993-09-17,Angers SCO,FRA,170,32,6
Morocco,MAR,18,DF,EL YAMIQ Jawad,Jawad,EL-YAMIQ,EL-YAMIQ,1992-02-29,Real Valladolid CF,ESP,193,21,3
Morocco,MAR,19,FW,EN-NESYRI Youssef,Youssef,EN-NESYRI,EN-NESYRI,1997-01-06,Sevilla FC,ESP,188,50,15
Morocco,MAR,20,DF,DARI Achraf,Achraf,DARI,DARI,1999-06-05,Stade Brest,FRA,190,4,0
Morocco,MAR,21,FW,CHEDDIRA Walid,Walid,CHEDDIRA,CHEDDIRA,1998-01-22,SSC Bari,ITA,187,2,0
Morocco,MAR,22,GK,TAGNAOUTI Ahmed Reda,Ahmed Reda,TAGNAOUTI,TAGNAOUTI,1996-05-04,Wydad Casablanca,MAR,186,3,0
Morocco,MAR,23,MF,EL KHANNOUSS Bilal,Bilal,EL KHANNOUSS,EL KHANNOUSS,2004-10-05,KRC Genk,BEL,180,0,0
Morocco,MAR,24,DF,BENOUN Badr,Badr,BENOUN,BENOUN,1993-09-30,Qatar SC,QAT,188,15,5
Morocco,MAR,25,DF,ATTIAT-ALLAH Yahya,Yahya,ATTIAT-ALLAH EL IDRISSI,ATTIAT-ALLAH,1995-02-03,Wydad Casablanca,MAR,176,4,0
Morocco,MAR,26,MF,JABRANE Yahya,Yahya,JABRANE,JABRANE,1991-06-18,Wydad Casablanca,MAR,183,18,2
Netherlands,NED,1,GK,PASVEER Remko,Remko Jurian,PASVEER,PASVEER,1983-08-11,AFC Ajax,NED,188,2,0
Netherlands,NED,2,DF,TIMBER Jurrien,Jurrien David Norman,TIMBER,TIMBER,2001-06-17,AFC Ajax,NED,179,10,0
Netherlands,NED,3,DF,DE LIGT Matthijs,Matthijs,DE LIGT,DE LIGT,1999-12-08,FC Bayern MÃ¼nchen,GER,187,38,2
Netherlands,NED,4,DF,VAN DIJK Virgil,Virgil,VAN DIJK,VIRGIL,1991-08-07,Liverpool FC,ENG,195,49,6
Netherlands,NED,5,DF,AKE Nathan,Nathan Benjamin,AKÉ,AKÉ,1995-02-18,Manchester City FC,ENG,180,29,3
Netherlands,NED,6,DF,DE VRIJ Stefan,Stefan,DE VRIJ,DE VRIJ,1992-05-02,FC Internazionale,ITA,190,59,3
Netherlands,NED,7,FW,BERGWIJN Steven,Steven Charles,BERGWIJN,BERGWIJN,1997-08-10,AFC Ajax,NED,175,24,7
Netherlands,NED,8,FW,GAKPO Cody,Cody MathÃ¨s,GAKPO,GAKPO,1999-07-05,PSV Eindhoven,NED,193,9,3
Netherlands,NED,9,FW,DE JONG Luuk,Luuk,DE JONG,L. DE JONG,1990-08-27,PSV Eindhoven,NED,188,38,8
Netherlands,NED,10,FW,DEPAY Memphis,Memphis,DEPAY,MEMPHIS,1994-02-13,FC Barcelona,ESP,178,81,42
Netherlands,NED,11,MF,BERGHUIS Steven,Steven,BERGHUIS,BERGHUIS,1991-12-19,AFC Ajax,NED,182,39,2
Netherlands,NED,12,FW,LANG Noa,Noa NoÃ«ll,LANG,LANG,1999-06-17,Club Brugge,BEL,176,5,1
Netherlands,NED,13,GK,BIJLOW Justin,Justin,BIJLOW,BIJLOW,1998-01-22,Feyenoord Rotterdam,NED,188,6,0
Netherlands,NED,14,MF,KLAASSEN Davy,Davy,KLAASSEN,KLAASSEN,1993-02-21,AFC Ajax,NED,179,35,9
Netherlands,NED,15,MF,DE ROON Marten,Marten Elco,DE ROON,DE ROON,1991-03-29,Atalanta Bergamo,ITA,186,30,0
Netherlands,NED,16,DF,MALACIA Tyrell,Tyrell Johannes Chicco,MALACIA,MALACIA,1999-08-17,Manchester United FC,ENG,170,6,0
Netherlands,NED,17,DF,BLIND Daley,Daley,BLIND,BLIND,1990-09-03,AFC Ajax,NED,180,94,2
Netherlands,NED,18,FW,JANSSEN Vincent,Vincent Petrus Anna Sebastiaan,JANSSEN,JANSSEN,1994-06-15,Royal Antwerp FC,BEL,184,20,7
Netherlands,NED,19,FW,WEGHORST Wout,Wout FranÃ§ois Maria,WEGHORST,WEGHORST,1992-07-08,Besiktas JK,TUR,197,15,3
Netherlands,NED,20,MF,KOOPMEINERS Teun,Teun,KOOPMEINERS,KOOPMEINERS,1998-02-28,Atalanta Bergamo,ITA,184,10,1
Netherlands,NED,21,MF,DE JONG Frenkie,Frenkie,DE JONG,F. DE JONG,1997-12-05,FC Barcelona,ESP,181,45,1
Netherlands,NED,22,DF,DUMFRIES Denzel,Denzel Justus Morris,DUMFRIES,DUMFRIES,1996-04-18,FC Internazionale,ITA,188,37,5
Netherlands,NED,23,GK,NOPPERT Andries,Andries,NOPPERT,NOPPERT,1994-07-04,SC Heerenveen,NED,203,0,0
Netherlands,NED,24,MF,TAYLOR Kenneth,Kenneth Ina Dorothea,TAYLOR,TAYLOR,2002-05-16,AFC Ajax,NED,182,2,0
Netherlands,NED,25,MF,SIMONS Xavi,Xavi Quentin Shay,SIMONS,XAVI,2003-04-21,PSV Eindhoven,NED,179,0,0
Netherlands,NED,26,DF,FRIMPONG Jeremie,Jeremie Agyekum,FRIMPONG,FRIMPONG,2000-10-12,Bayer 04 Leverkusen,GER,171,0,0
Poland,POL,1,GK,SZCZESNY Wojciech,Wojciech Tomasz,SZCZESNY,SZCZESNY,1990-04-18,Juventus FC,ITA,195,66,0
Poland,POL,2,DF,CASH Matty,Matthew Stuart,CASH,CASH,1997-07-08,Aston Villa FC,ENG,185,7,1
Poland,POL,3,DF,JEDRZEJCZYK Artur,Artur Marcin,JEDRZEJCZYK,JEDRZEJCZYK,1987-04-11,Legia Warsaw,POL,189,40,3
Poland,POL,4,DF,WIETESKA Mateusz,Mateusz,WIETESKA,WIETESKA,1997-11-02,Clermont Foot,FRA,187,2,0
Poland,POL,5,DF,BEDNAREK Jan,Jan Kacper,BEDNAREK,BEDNAREK,1996-12-04,Aston Villa FC,ENG,189,45,1
Poland,POL,6,MF,BIELIK Krystian,Krystian,BIELIK,BIELIK,1998-04-01,Birmingham City FC,ENG,189,5,0
Poland,POL,7,FW,MILIK Arkadiusz,Arkadiusz Krystian,MILIK,MILIK,1994-02-28,Juventus FC,ITA,186,64,16
Poland,POL,8,MF,SZYMANSKI Damian,Damian Dawid,SZYMANSKI,D. SZYMANSKI,1995-06-16,AEK Athens,GRE,185,9,1
Poland,POL,9,FW,LEWANDOWSKI Robert,Robert,LEWANDOWSKI,LEWANDOWSKI,1988-08-21,FC Barcelona,ESP,185,134,76
Poland,POL,10,MF,KRYCHOWIAK Grzegorz,Grzegorz,KRYCHOWIAK,KRYCHOWIAK,1990-01-29,Al Shabab FC,KSA,186,94,5
Poland,POL,11,MF,GROSICKI Kamil,Kamil PaweL,GROSICKI,GROSICKI,1988-08-06,Pogon Szczecin,POL,180,87,17
Poland,POL,12,GK,SKORUPSKI Lukasz,Åukasz,SKORUPSKI,SKORUPSKI,1991-05-05,Bologna FC,ITA,187,8,0
Poland,POL,13,MF,KAMINSKI Jakub,Jakub,KAMINSKI,KAMINSKI,2002-05-06,VfL Wolfsburg,GER,179,4,1
Poland,POL,14,DF,KIWIOR Jakub,Jakub Piotr,KIWIOR,KIWIOR,2000-02-15,Spezia Calcio,ITA,189,5,0
Poland,POL,15,DF,GLIK Kamil,Kamil Jacek,GLIK,GLIK,1988-03-02,Benevento Calcio,ITA,190,99,6
Poland,POL,16,FW,SWIDERSKI Karol,Karol Grzegorz,ÅšWIDERSKI,ÅšWIDERSKI,1997-01-23,Charlotte FC,USA,184,18,8
Poland,POL,17,MF,ZURKOWSKI Szymon,Szymon Piotr,Å»URKOWSKI,Å»URKOWSKI,1997-09-25,ACF Fiorentina,ITA,185,7,0
Poland,POL,18,DF,BERESZYNSKI Bartosz,Bartosz,BERESZYNSKI,BERESZYNSKI,1992-12-07,UC Sampdoria,ITA,182,46,0
Poland,POL,19,MF,SZYMANSKI Sebastian,Sebastian,SZYMANSKI,S. SZYMANSKI,1999-10-05,Feyenoord Rotterdam,NED,174,18,1
Poland,POL,20,MF,ZIELINSKI Piotr,Piotr Sebastian,ZIELINSKI,ZIELINSKI,1994-05-20,SSC Napoli,ITA,177,74,9
Poland,POL,21,MF,ZALEWSKI Nicola,Nicola,ZALEWSKI,ZALEWSKI,2002-01-23,AS Roma,ITA,175,7,0
Poland,POL,22,GK,GRABARA Kamil,Kamil MieczysLaw,GRABARA,GRABARA,1999-08-01,FC KÃ¸benhavn,DEN,195,1,0
Poland,POL,23,FW,PIATEK Krzysztof,Krzysztof,PIATEK,PIATEK,1995-01-07,US Salernitana,ITA,183,25,11
Poland,POL,24,MF,FRANKOWSKI Przemyslaw,PrzemysLaw Adam,FRANKOWSKI,FRANKOWSKI,1995-12-04,RC Lens,FRA,175,26,1
Poland,POL,25,DF,GUMNY Robert,Robert Krzysztof,GUMNY,GUMNY,1998-04-06,FC Augsburg,GER,182,5,0
Poland,POL,26,MF,SKORAS Michal,MichaL Krzysztof,SKÔRAÅš,SKÔRAÅš,2000-02-15,Lech Poznan,POL,172,1,0
Portugal,POR,1,GK,RUI PATRICIO,Rui Pedro,DOS SANTOS PATRÍCIO,RUI PATRÍCIO,1988-02-15,AS Roma,ITA,189,105,0
Portugal,POR,2,DF,DIOGO DALOT,José Diogo,DALOT TEIXEIRA,DALOT,1999-03-18,Manchester United FC,ENG,184,7,2
Portugal,POR,3,DF,PEPE,Kepler Laveran,DE LIMA FERREIRA,PEPE,1983-02-26,FC Porto,POR,188,129,7
Portugal,POR,4,DF,RUBEN DIAS,Rúben,DOS SANTOS GATO ALVES DIAS,RÚBEN DIAS,1997-05-14,Manchester City FC,ENG,187,40,2
Portugal,POR,5,DF,RAPHAEL GUERREIRO,RaphaÃ«l Adelino José,GUERREIRO,RAPHAEL,1993-12-22,Borussia Dortmund,GER,170,57,3
Portugal,POR,6,MF,JOAO PALHINHA,JoÃ£o Maria,LOBO ALVES PALHINHA GONÃ‡ALVES,J. PALHINHA,1995-09-07,Fulham FC,ENG,190,15,2
Portugal,POR,7,FW,CRISTIANO RONALDO,Cristiano Ronaldo,DOS SANTOS AVEIRO,RONALDO,1985-05-02,Manchester United FC,ENG,185,191,117
Portugal,POR,8,MF,BRUNO FERNANDES,Bruno Miguel,BORGES FERNANDES,B. FERNANDES,1994-08-09,Manchester United FC,ENG,183,49,11
Portugal,POR,9,FW,ANDRE SILVA,André Miguel,VALENTE DA SILVA,ANDRÉ SILVA,1995-06-11,RB Leipzig,GER,184,52,19
Portugal,POR,10,FW,BERNARDO SILVA,Bernardo,MOTA VEIGA DE CARVALHO E SILVA,BERNARDO,1994-10-08,Manchester City FC,ENG,173,73,8
Portugal,POR,11,FW,JOAO FELIX,JoÃ£o,FÉLIX SEQUEIRA,JOÃO FÉLIX,1999-10-11,CA Atlético Madrid,ESP,179,24,3
Portugal,POR,12,GK,JOSE SA,José Pedro,MALHEIRO DE SÁ,JOSÉ SÁ,1993-01-17,Wolverhampton Wanderers FC,ENG,192,0,0
Portugal,POR,13,DF,DANILO PEREIRA,Danilo LuÃ­s Hélio,PEREIRA,DANILO,1991-09-09,Paris Saint-Germain FC,FRA,188,63,2
Portugal,POR,14,MF,WILLIAM CARVALHO,William,SILVA DE CARVALHO,WILLIAM,1992-07-04,Real Betis,ESP,190,76,5
Portugal,POR,15,FW,RAFAEL LEAO,Rafael Alexandre,DA CONCEIÃ‡ÃO LEÃO,R. LEÃO,1999-10-06,AC Milan,ITA,188,11,0
Portugal,POR,16,MF,VITINHA,Vitor,MACHADO FERREIRA,VITINHA,2000-02-13,Paris Saint-Germain FC,FRA,172,5,0
Portugal,POR,17,MF,JOAO MARIO,JoÃ£o Mário,NAVAL DA COSTA EDUARDO,J. MÁRIO,1993-01-19,SL Benfica,POR,179,53,3
Portugal,POR,18,MF,RUBEN NEVES,Rúben Diogo,SILVA NEVES,R. NEVES,1997-03-13,Wolverhampton Wanderers FC,ENG,180,32,0
Portugal,POR,19,DF,NUNO MENDES,Nuno Alexandre,TAVARES MENDES,N. MENDES,2002-06-19,Paris Saint-Germain FC,FRA,176,17,0
